SRR,Published,spot_numbers,read_length,URL,SRX,Strategy,Selection,Single_Paired,ILLUMINA,Instrument,SRP,Bioproject,SRS,Biosample,Species,GSM,SRA
SRR2989619,6/21/16 16:03,8112999,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989619/SRR2989619.1,SRX1478095,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203980,SAMN04331818,Solanum tuberosum,GSM1970309,SRA318887
SRR2989620,6/21/16 16:03,10023580,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989620/SRR2989620.1,SRX1478096,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203979,SAMN04331819,Solanum tuberosum,GSM1970310,SRA318887
SRR2989621,6/21/16 16:03,9671461,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989621/SRR2989621.1,SRX1478097,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203978,SAMN04331820,Solanum tuberosum,GSM1970311,SRA318887
SRR2989622,6/21/16 16:03,11594278,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989622/SRR2989622.1,SRX1478098,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203977,SAMN04331821,Solanum tuberosum,GSM1970312,SRA318887
SRR2989627,6/21/16 16:03,9542530,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989627/SRR2989627.1,SRX1478103,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203972,SAMN04331824,Solanum tuberosum,GSM1970317,SRA318887
SRR2989628,6/21/16 16:03,9432357,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989628/SRR2989628.1,SRX1478104,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203971,SAMN04331825,Solanum tuberosum,GSM1970318,SRA318887
SRR2989629,6/21/16 16:03,7883896,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989629/SRR2989629.1,SRX1478105,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203970,SAMN04331826,Solanum tuberosum,GSM1970319,SRA318887
SRR2989630,6/21/16 16:03,10375490,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989630/SRR2989630.1,SRX1478106,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203969,SAMN04331827,Solanum tuberosum,GSM1970320,SRA318887
SRR2989635,6/21/16 16:03,7821038,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989635/SRR2989635.1,SRX1478111,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203963,SAMN04331846,Solanum tuberosum,GSM1970325,SRA318887
SRR2989636,6/21/16 16:03,9601981,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989636/SRR2989636.1,SRX1478112,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203962,SAMN04331847,Solanum tuberosum,GSM1970326,SRA318887
SRR2989637,6/21/16 16:03,9783040,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989637/SRR2989637.1,SRX1478113,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203964,SAMN04331848,Solanum tuberosum,GSM1970327,SRA318887
SRR2989638,6/21/16 16:03,10040771,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989638/SRR2989638.1,SRX1478114,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203961,SAMN04331837,Solanum tuberosum,GSM1970328,SRA318887
SRR2989643,6/21/16 16:03,9794135,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989643/SRR2989643.1,SRX1478119,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203956,SAMN04331842,Solanum tuberosum,GSM1970333,SRA318887
SRR2989644,6/21/16 16:03,11782867,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989644/SRR2989644.1,SRX1478120,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203955,SAMN04331843,Solanum tuberosum,GSM1970334,SRA318887
SRR2989645,6/21/16 16:03,6586834,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989645/SRR2989645.1,SRX1478121,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203953,SAMN04331832,Solanum tuberosum,GSM1970335,SRA318887
SRR2989646,6/21/16 16:03,10810091,200,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2989646/SRR2989646.1,SRX1478122,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP067266,PRJNA305728,SRS1203952,SAMN04331833,Solanum tuberosum,GSM1970336,SRA318887
SRR4416243,2/8/18 16:43,21060252,106,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR4416243/SRR4416243.1,SRX2239234,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP091402,PRJNA347867,SRS1738954,SAMN05897965,Solanum tuberosum,GSM2341973,SRA483628
SRR4416244,2/8/18 16:43,23749646,106,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR4416244/SRR4416244.1,SRX2239235,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP091402,PRJNA347867,SRS1738953,SAMN05897964,Solanum tuberosum,GSM2341974,SRA483628
SRR4416245,2/8/18 16:43,22541682,106,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR4416245/SRR4416245.1,SRX2239236,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP091402,PRJNA347867,SRS1738955,SAMN05897970,Solanum tuberosum,GSM2341975,SRA483628
SRR6676801,2/8/18 16:43,20536389,106,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR6676801/SRR6676801.1,SRX3653315,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP091402,PRJNA347867,SRS2917623,SAMN08471010,Solanum tuberosum,GSM2982237,SRA483628
ERR029910,7/14/11 19:50,0,0,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR029910/ERR029910.3,ERX010641,WGS,RANDOM,SINGLE,ILLUMINA,Illumina Genome Analyzer,ERP000527,PRJEB2430,ERS023597,SAMEA957899,Solanum tuberosum,SAMEA957899,ERA021569
SRR5405121,4/4/17 0:01,3953474,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5405121/SRR5405121.1,SRX2697700,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2092180,SAMN06673868,Vitis vinifera,Grape_leaf_RNA-seq_1,SRA550823
SRR6320536,11/23/17 22:11,11052740,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6320536/SRR6320536.1,SRX3420355,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2712220,SAMN08095297,Vitis vinifera,Grape_leaf_RNA-seq_2,SRA633660
SRR6320537,11/23/17 22:03,9650797,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6320537/SRR6320537.1,SRX3420354,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2712219,SAMN08095298,Vitis vinifera,Grape_leaf_RNA-seq_3,SRA633660
SRR5453914,8/18/17 18:17,19754555,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453914/SRR5453914.1,SRX2742080,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128680,SAMN06760246,Vitis vinifera,GSM2579885,SRA554901
SRR5453915,8/18/17 18:17,17044884,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453915/SRR5453915.1,SRX2742081,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128682,SAMN06760245,Vitis vinifera,GSM2579886,SRA554901
SRR5453916,8/18/17 18:17,15410261,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453916/SRR5453916.1,SRX2742082,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128683,SAMN06760234,Vitis vinifera,GSM2579887,SRA554901
SRR5453917,8/18/17 18:17,17047202,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453917/SRR5453917.1,SRX2742083,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128686,SAMN06760233,Vitis vinifera,GSM2579888,SRA554901
SRR5453918,8/18/17 18:17,17551632,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453918/SRR5453918.1,SRX2742084,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128684,SAMN06760232,Vitis vinifera,GSM2579889,SRA554901
SRR5453919,8/18/17 18:17,15000632,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453919/SRR5453919.1,SRX2742085,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128685,SAMN06760231,Vitis vinifera,GSM2579890,SRA554901
SRR5453920,8/18/17 18:17,13928566,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453920/SRR5453920.1,SRX2742086,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128687,SAMN06760230,Vitis vinifera,GSM2579891,SRA554901
SRR5453921,8/18/17 18:17,16175388,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453921/SRR5453921.1,SRX2742087,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128688,SAMN06760229,Vitis vinifera,GSM2579892,SRA554901
SRR5453922,8/18/17 18:17,25370875,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453922/SRR5453922.1,SRX2742088,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128689,SAMN06760228,Vitis vinifera,GSM2579893,SRA554901
SRR5453923,8/18/17 18:17,15030810,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453923/SRR5453923.1,SRX2742089,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128690,SAMN06760227,Vitis vinifera,GSM2579894,SRA554901
SRR5453924,8/18/17 18:17,15231659,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453924/SRR5453924.1,SRX2742090,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128691,SAMN06760226,Vitis vinifera,GSM2579895,SRA554901
SRR5453925,8/18/17 18:17,19589725,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453925/SRR5453925.1,SRX2742091,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128692,SAMN06760225,Vitis vinifera,GSM2579896,SRA554901
SRR5453926,8/18/17 18:17,20304832,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453926/SRR5453926.1,SRX2742092,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128693,SAMN06760224,Vitis vinifera,GSM2579897,SRA554901
SRR5453927,8/18/17 18:17,19400758,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453927/SRR5453927.1,SRX2742093,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128694,SAMN06760223,Vitis vinifera,GSM2579898,SRA554901
SRR5453928,8/18/17 18:17,21841387,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453928/SRR5453928.1,SRX2742094,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128695,SAMN06760222,Vitis vinifera,GSM2579899,SRA554901
SRR5453929,8/18/17 18:17,16984614,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453929/SRR5453929.1,SRX2742095,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128696,SAMN06760221,Vitis vinifera,GSM2579900,SRA554901
SRR5453930,8/18/17 18:17,20161840,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453930/SRR5453930.1,SRX2742096,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128697,SAMN06760220,Vitis vinifera,GSM2579901,SRA554901
SRR5453931,8/18/17 18:17,18785543,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453931/SRR5453931.1,SRX2742097,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128700,SAMN06760219,Vitis vinifera,GSM2579902,SRA554901
SRR5453932,8/18/17 18:17,18439286,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453932/SRR5453932.1,SRX2742098,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128698,SAMN06760218,Vitis vinifera,GSM2579903,SRA554901
SRR5453933,8/18/17 18:17,15394930,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453933/SRR5453933.1,SRX2742099,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128699,SAMN06760217,Vitis vinifera,GSM2579904,SRA554901
SRR5453934,8/18/17 18:17,17527868,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5453934/SRR5453934.1,SRX2742100,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP104147,PRJNA383160,SRS2128701,SAMN06760216,Vitis vinifera,GSM2579905,SRA554901
